query	class
scala related best practice on 21st April	0
list all my corporates in bangalore From 17th April and 1st of May	1
UI event I am organizing for this week	1
ajax case studies on thursday	0
my project task for next week	0
Python conference I am speaking between 1st of May and 2nd of December	1
SAP best practices for next week	0
list all corporates in london between 1st of May and 2nd of December	1
java designers in scala	0
scala lessons learnts for this week	0
.net best practices on next tuesday	0
Hub events on Monday	1
what are all the workshop in Chennai on next tuesday	1
UX event happening in chennai for next month	1
list all my recommended workshop in london on 21st April	1
SAP competencie on 21st April	0
what are all the event I am participating tomorrow	1
list all my project issues between 1st of May and 2nd of December	0
list all the white papers on 21st April	0
.net developer with experience less than 10 years	0
my project conference in mumbai on next tuesday	1
what are all my recommended corporate in newyork on wednesday	1
list all my workshop happening in chennai on thursday	1
list all my project training in newyork on 21st April	1
list all conferences I am organizing on wednesday	1
oracle courses between 1st of May and 2nd of December	0
my project issues on 21st April	0
trainings available in scala on Monday	1
iOS analysts with 2-7 years of experience	0
list all my project events I am speaking for next month	1
my event I am organizing for this week	1
list all celebrations happening in chennai on 21st April	1
scala best practice on thursday	0
ajax analysts with 5+ years of experience	0
list all my recommended workshop happening in chennai on Monday	1
oracle celebrations I am organizing for this month	1
list all my initiated risk on this Saturday	0
SAP white papers on thursday	0
white papers for next week	0
leads with experience less than 10 years	0
designer in oracle with 5+ years of experience	0
what are all my recommended workshops I am organizing on Monday	1
white paper available in scala for next week	0
iOS designers in oracle	0
list all my upcoming celebrations on 21st April	1
my trainings I am speaking for next week	1
who are all the designers in ajax	0
list all my recommended event in Chennai on 21st April	1
oracle event happening in chennai for next month	1
IBelong event I am speaking on 21st April	1
celebrations for this month	1
list all my trainings I am participating for next month	1
list all my project events happening in chennai on this Saturday	1
iOS leads with experience less than 10 years	0
my project corporate in Chennai	1
oracle designer with experience more than 3 years	0
who are all the designer with 5 years of experience	0
d&i conferences happening in chennai between 1st of May and 2nd of December	1
list all my open apricots for next month	0
list all my upcoming corporate happening in chennai on this Saturday	1
my project celebrations in newyork tomorrow	1
my corporate between 1st of May and 2nd of December	1
UX expert in java	0
SCALA trainings in newyork on wednesday	1
java designers with 2-7 years of experience	0
java expert with experience less than 10 years	0
proposals published in java for next week	0
oracle trainings in newyork for next week	1
.net analyst in scala	0
what are all my upcoming celebrations in bangalore tomorrow	1
what are all my initiated task for next week	0
my corporate I am participating on Monday	1
my apricots for this month	0
list all my recommended event on 21st April	1
Python training in bangalore on next tuesday	1
java leads in scala	0
oracle conference I am participating on thursday	1
list all my project events in Chennai between 1st of May and 2nd of December	1
oracle corporate in bangalore From 17th April and 1st of May	1
UI corporate in Chennai for next month	1
java training in mumbai for next month	1
SCALA event I am organizing on this Saturday	1
d&i celebration happening in chennai for next week	1
best practice in oracle for this week	0
list all my celebration happening in chennai for this month	1
what are all the conferences in newyork on Monday	1
designers with 5+ years of experience in java	0
.net competencie between 1st of May and 2nd of December	0
my competencies on wednesday	0
designer with 2-7 years of experience in ajax	0
list all my project conferences in bangalore From 17th April and 1st of May	1
list all conference I am participating today	1
my project celebrations in london on thursday	1
proposals published in java tomorrow	0
my project workshop for next month	1
list all event in london on thursday	1
d&i celebration in london on thursday	1
d&i corporate I am speaking on Monday	1
lessons learnts published in java on this Saturday	0
proposal available in scala From 17th April and 1st of May	0
course for next month	0
designer in scala with experience less than 10 years	0
java competencie for this month	0
list all my initiated risks on 21st April	0
list all events in mumbai for this month	1
my project workshops I am organizing From 17th April and 1st of May	1
SCALA workshop I am organizing on 21st April	1
lead in oracle with experience less than 10 years	0
java workshops in london From 17th April and 1st of May	1
oracle designers with experience more than 3 years	0
UX events in mumbai on next tuesday	1
what are all my upcoming trainings happening in chennai on this Saturday	1
what are all my upcoming events in newyork for this month	1
Hub training on 21st April	1
